Official policy checked 17 September 2026. Published cost years and recurring dates are preserved; admission remains an institutional decision.	Официальные правила проверены 17 сентября 2026. Сохранены годы тарифов и ежегодные даты; решение о приёме принимает вуз.	Ресми талаптар 2026 жылғы 17 қыркүйекте тексерілді. Тариф жылдары мен жыл сайынғы күндер сақталған; қабылдау шешімін университет қабылдайды.
Academic preparation	Школьная подготовка	Мектептегі дайындық
English routes	Английский: варианты	Ағылшын тілі: жолдар
SAT / ACT policy	Правила SAT / ACT	SAT / ACT талаптары
Application documents	Документы для подачи	Өтінім құжаттары
Application dates	Сроки подачи	Өтінім мерзімдері
Published cost breakdown	Опубликованные расходы	Жарияланған шығындар
Apply to Computer Science at West Lafayette; holistic review of school preparation and application.	Подача на Computer Science в West Lafayette; комплексная оценка школьной подготовки и заявки.	West Lafayette кампусындағы Computer Science бағдарламасына өтінім; мектеп дайындығы мен өтінім кешенді бағаланады.
Apply directly to Computer Science; a conditional English route is available.	Подача напрямую на Computer Science; доступен условный маршрут по английскому.	Computer Science бағдарламасына тікелей өтінім; ағылшын тілі бойынша шартты жол бар.
English 4 years; math 4; laboratory science 3; social studies 3; world language 2.	Английский — 4 года; математика — 4; лабораторные науки — 3; обществознание — 3; иностранный язык — 2.	Ағылшын тілі — 4 жыл; математика — 4; зертханалық ғылымдар — 3; әлеуметтік пәндер — 3; шет тілі — 2.
IELTS usually 6.5 overall / 6.0 each; DET usually 115 / 110 each. Tests must be within two years. These are published guidelines, not guaranteed admission cutoffs.	IELTS обычно 6,5 в целом / 6,0 в каждом разделе; DET обычно 115 / 110. Тест не старше двух лет. Это ориентиры вуза, а не гарантия поступления.	IELTS әдетте жалпы 6,5 / әр бөлім 6,0; DET әдетте 115 / әр бөлім 110. Тест екі жылдан аспауы тиіс. Бұл қабылдау кепілдігі емес, университет бағдарлары.
SAT, ACT or CLT considered if submitted; scores must be within five years. No minimum total is stated on the first-year criteria page.	SAT, ACT или CLT учитываются при наличии; результаты не старше пяти лет. На странице критериев нет минимального общего балла.	SAT, ACT немесе CLT тапсырылса ескеріледі; нәтижелер бес жылдан аспауы тиіс. Бірінші курс критерийлерінде жалпы ең төменгі ұпай көрсетілмеген.
