Founded in 1848, UW–Madison grew into a public university guided by the Wisconsin Idea: knowledge should improve life beyond the campus.	Университет основан в 1848 году. Его принцип Wisconsin Idea — знания должны улучшать жизнь людей за пределами кампуса.	Университет 1848 жылы құрылған. Wisconsin Idea қағидасы бойынша білім кампустан тыс адамдардың өмірін де жақсартуы керек.
Its CS degree connects classroom learning with project courses, faculty research and a possible senior thesis.	Программа CS связывает занятия с проектами, работой с исследователями и возможностью написать выпускную исследовательскую работу.	CS бағдарламасы сабақтарды жобалармен, оқытушылармен зерттеу жүргізумен және дипломдық зерттеу мүмкіндігімен байланыстырады.
Waterloo opened in 1957 with 74 engineering students. Alternating study and work was part of its identity from the beginning.	Waterloo открылся в 1957 году с 74 студентами инженерного направления. Чередование учёбы и работы было частью его идеи с самого начала.	Waterloo 1957 жылы 74 инженерлік бағыт студентімен ашылды. Оқу мен жұмысты кезектестіру бастапқы кезден оның негізгі идеясы болды.
Hack the North brings builders together on campus. For a student who enjoys making things, it is a concrete example of the local project community.	Хакатон Hack the North собирает на кампусе участников, создающих проекты. Это конкретный пример среды для тех, кому нравится делать что-то своими руками.	Hack the North хакатоны кампуста жоба жасаушыларды біріктіреді. Бұл өз идеясын іске асыруды ұнататындарға арналған ортаның нақты мысалы.
Founded in 1885 to support industrial development, Georgia Tech has grown alongside Atlanta into a technological research university.	Georgia Tech основали в 1885 году для развития промышленности. Вместе с Атлантой он вырос в технологический исследовательский университет.	Georgia Tech 1885 жылы өнеркәсіпті дамыту үшін құрылған. Атлантамен бірге ол технологиялық зерттеу университетіне айналды.
Its Threads approach connects computing to themes such as people, media, intelligence and systems, so students can shape a coherent area of study.	Подход Threads связывает информатику с темами людей, медиа, интеллекта и систем: студент выстраивает связное направление обучения.	Threads тәсілі информатиканы адамдар, медиа, интеллект және жүйелер тақырыптарымен байланыстырып, бірізді оқу бағытын құруға көмектеседі.
Purdue established the first computer science department in the United States in October 1962. The department helped define CS as its own academic discipline.	В октябре 1962 года Purdue открыл первую в США кафедру computer science. Она участвовала в становлении информатики как самостоятельной академической дисциплины.	1962 жылғы қазанда Purdue АҚШ-тағы алғашқы computer science кафедрасын ашты. Ол информатиканың жеке академиялық пән ретінде қалыптасуына үлес қосты.
Today, a six-course core leads to specialized tracks. This combines a common technical foundation with room to choose advanced areas.	Сегодня шесть базовых курсов ведут к специализированным трекам. Общая техническая база сочетается с выбором углублённых направлений.	Қазір алты негізгі курс мамандандырылған тректерге жол ашады. Ортақ техникалық негізді тереңдетілген бағыттарды таңдаумен ұштастыруға болады.
RIT traces its roots to the Rochester Athenaeum of 1829 and the Mechanics Institute of 1885. Its current Henrietta campus opened in 1968.	Истоки RIT — Rochester Athenaeum 1829 года и Mechanics Institute 1885 года. Нынешний кампус в Henrietta открылся в 1968 году.	RIT тарихы 1829 жылғы Rochester Athenaeum және 1885 жылғы Mechanics Institute ұйымдарынан басталады. Қазіргі Henrietta кампусы 1968 жылы ашылған.
Its computing co-op model makes workplace experience part of the degree. CS is described as a five-year programme with three required co-op blocks.	В computing co-op рабочий опыт становится частью дипломной программы. CS описан как пятилетняя программа с тремя обязательными блоками co-op.	Computing co-op үлгісінде жұмыс тәжірибесі оқу бағдарламасының бөлігі болады. CS үш міндетті co-op кезеңі бар бесжылдық бағдарлама ретінде сипатталған.
ASU began in 1885 as a school for teacher training, agriculture and mechanical arts. Its history reflects the growth of Arizona and its educational needs.	ASU начинался в 1885 году как школа подготовки учителей, сельского хозяйства и механических искусств. Его история связана с развитием Аризоны.	ASU 1885 жылы мұғалім даярлау, ауыл шаруашылығы және механикалық өнер мектебі ретінде басталды. Оның тарихы Аризонаның дамуымен байланысты.
The Tempe CS BS sits within the Fulton engineering schools and offers cybersecurity and software engineering concentrations.	CS BS в Tempe входит в инженерные школы Fulton и предлагает специализации по кибербезопасности и программной инженерии.	Tempe кампусындағы CS BS Fulton инженерлік мектептеріне кіреді және киберқауіпсіздік пен бағдарламалық инженерия мамандануын ұсынады.
Andrew Carnegie funded technical schools in Pittsburgh in 1900. In 1967, Carnegie Tech and the Mellon Institute merged to become Carnegie Mellon University.	В 1900 году Эндрю Карнеги профинансировал технические школы в Питтсбурге. В 1967 году Carnegie Tech и Mellon Institute объединились в Carnegie Mellon University.	1900 жылы Эндрю Карнеги Питтсбургтегі техникалық мектептерді қаржыландырды. 1967 жылы Carnegie Tech пен Mellon Institute бірігіп, Carnegie Mellon University болды.
CMU’s history connects computing and artificial intelligence with interdisciplinary work by Allen Newell and Herbert Simon.	История CMU связывает развитие вычислений и ИИ с междисциплинарной работой Аллена Ньюэлла и Герберта Саймона.	CMU тарихы есептеу техникасы мен жасанды интеллект дамуын Аллен Ньюэлл мен Герберт Саймонның пәнаралық еңбектерімен байланыстырады.
Illinois was founded in 1867 as a land-grant university. Its campus developed around a public mission of education and practical knowledge.	Illinois основан в 1867 году как land-grant университет — с общественной задачей развивать образование и практические знания.	Illinois 1867 жылы білім мен практикалық дағдыларды дамытуға бағытталған land-grant университеті ретінде құрылған.
NCSA Mosaic, released in 1993, helped bring the Web to a wider public. It is one of Illinois’s tangible contributions to computing history.	Браузер NCSA Mosaic, выпущенный в 1993 году, помог сделать Web доступнее широкой аудитории. Это один из конкретных вкладов Illinois в историю вычислений.	1993 жылы шыққан NCSA Mosaic браузері Web-ті кең аудиторияға жеткізуге көмектесті. Бұл Illinois университетінің есептеу тарихына қосқан нақты үлестерінің бірі.
In 1922, UBC students organised the Great Trek to call for better facilities. The campaign is an important part of the university’s campus history.	В 1922 году студенты UBC организовали Great Trek — кампанию за улучшение учебных условий. Она стала важной частью истории кампуса.	1922 жылы UBC студенттері оқу жағдайларын жақсарту үшін Great Trek науқанын ұйымдастырды. Ол кампус тарихының маңызды бөлігіне айналды.
